ID,Title,Description,Link,Summarize,Summarized Caption,Group/Channel,Mode,Date,Hour (24),Minute (60),Execute,Status,Scheduled At,Sent At,Category,Relevancy,,
105,SKds40A + dsPIC30F4013 Library,You can use these pins with analogRead function. 1. B0 - 2 2. B1 - 3 3. B2 - 4 4. B3 - 5 5. B4 - 6 6. B5 - 7 7. B6 - 8 8. B7 - 9 9. B8 - 10 10. B9 - 11 11. B10 - 12 12. B11 - 13 13. B12 - 14PWM Pi..,https://my.cytron.io/tutorial/skds40a-dspic30f4013-library,Off,,,,-,-,-,Off,,-,-,,Disabled,,
106,SK40C vs CT-UNO,What is SK40C?....,https://my.cytron.io/tutorial/sk40c-vs-ct-uno,Off,,,,-,-,-,Off,,-,-,,Disabled,,
107,"Arduino boards, uncertified manufacturer?",Concerned about your Arduino UNO board is not being certified? Check this article..,https://my.cytron.io/tutorial/arduino-board-uncertified-manufacturer,Off,,,,-,-,-,Off,,-,-,Arduino,Disabled,,
108,Sensing: Vibration and Tilt,Part 1: Tilt Sensor: Saving Students' LivesAbout Tilt Sensor Module SN-TILT-MODThe tilt sensor module is equipped with a tilt sensor and a potentiometer. You may attach it to any object a...,https://my.cytron.io/tutorial/sensing-vibration-tilt,Off,,,,-,-,-,Off,,-,-,,,,
109,Using MDD10A with ARDUINO UNO,....,https://my.cytron.io/tutorial/using-mdd10a-arduino-uno,Off,,,,-,-,-,Off,,-,-,,,,
110,Learn! Build and Compete! Join Robot Games,Let's get fun and also learn by building robots!..,https://my.cytron.io/tutorial/learn-build-compete-join-robot-games,Off,,,,-,-,-,Off,,-,-,Robotics,Disabled,,
111,Arduino Gemma on Cuteduino,"Arduino introduced a new board - Arduino Gemma. It is now available on Arduino IDE 1.6.4 and above. It uses ATtiny85 microcontroller (same as Cuteduino), but with a different bootloader file. You can ..",https://my.cytron.io/tutorial/arduino-gemma-cuteduino,Off,,,,-,-,-,Off,,-,-,Arduino,Disabled,,
112,Cytron Arduino 3rd Party Boards URL,"1. Download, install and open Arduino IDE 1.6.4 (or higher).
2. Go to File - Preferences, copy and paste this link https://raw.githubusercontent.com/CytronTechnologies/Cytron-Arduino-URL/ma....",https://my.cytron.io/tutorial/cytron-arduino-3rd-party-boards-url,Off,,,,-,-,-,Off,,-,-,Arduino,Disabled,,
113,Getting Started with 320 x 240 TFT Touchscreen Module,....,https://my.cytron.io/tutorial/getting-started-320-240-tft-touchscreen-module,Off,,,,-,-,-,Off,,-,-,,Disabled,,
114,Arduino + PS2 shield + MDDS10 for mobile robot control,Have you ever wish to build a simple mobile robot that can be controlled by a wireless PS2 controller? Thinking it too difficult for you? Think about it again. It's actually easy and straight forward ..,https://my.cytron.io/tutorial/arduino-ps2-shield-mdds10-mobile-robot-control,Off,,,,-,-,-,Off,,-,-,Robotics,,,
115,ESP8266 Tutorial Part I - Getting Started,"Hello everyone! Cytron Technologies has brought you another small and yet fantastic module: Wifi Serial Transceiver ESP8266!! Don’t under estimate the capabilities of this small module, ever thoug....",https://my.cytron.io/tutorial/getting-started-wifi-serial-transceiver-module-esp8266,Off,,,,-,-,-,Off,,-,-,IoT/ESP,Validate,,
116,Improve MDDS10 Performance With External Fan,"1. Print the MDDS10’s top cover stl file using 3D printer. Diameter for screw hole is 3 mm, if the screw can’t fit, drill it a little bit. 2. Assemble the fan....",https://my.cytron.io/tutorial/improve-mdds10-performance-external-fan,Off,,,,-,-,-,Off,,-,-,3D Printing,,,
117,4x4x4 LED Cube using Arduino UNO without extra IC,"Introduction Good day, As we all know, an LED Cube is a bunch of LED that arranged in a cube shape that can perform some interesting lighting effects according to your program. In this tutorial, we ar..",https://my.cytron.io/tutorial/4x4x4-led-cube-using-arduino-uno-without-extra-ic,Off,,,,-,-,-,Off,,-,-,,,,
118,PIC16F VS PIC18F:Analysis of PIC Mid-Range 8 bit family and Advanced 8-bits Family,"PIC Microcontroller is one of the popular device among student and hobbyist. Microchip Technology is a giant for embedded system. Every year, they produce different product for different application r..",https://my.cytron.io/tutorial/pic16f-vs-pic18fanalysis-pic-mid-range-8-bit-family-advanced-8-bits-family,Off,,,,-,-,-,Off,,-,-,,Disabled,,
119,Raspberry Pi: LED Blinking using Python,"LED blinking is the first lesson for most microcontroller/electronics starters. Same as Raspberry Pi, the GPIO pins on a Raspberry Pi are a great way to interface physical devices like buttons and LED..",https://my.cytron.io/tutorial/raspberry-pi-led-blinking-using-python,On,"Tutorial | Raspberry Pi: LED Blinking using Python

Ready to dive into the world of Raspberry Pi and electronics? 💡 Let's start with the fundamental ""Hello World"" of the hardware world: LED blinking! ✨ This simple project is the perfect way to learn how to control the GPIO pins on your Raspberry Pi and interface with the physical world.

Follow our step-by-step tutorial to learn how to write Python code to make an LED blink on your Raspberry Pi. It's easier than you think! 😉

🔗 Tutorial: https://my.cytron.io/tutorial/raspberry-pi-led-blinking-using-python&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #Python #LED #GPIO #Electronics
",Raspberry Pi Education Malaysia,Scheduled,06/06/2026,13,00,On,,2025-12-29 5:06:33,-,Raspberry Pi,,,
120,How to choose a suitable DC motor?,Let’s figure it out how to properly choose the most suitable DC motor for your project...,https://my.cytron.io/tutorial/choose-suitable-motor,Off,,,,-,-,-,Off,,-,-,,,,
121,Installing Arduino Library,"We all love Arduino. It is customizable, easy to use and affordable. But when you are playing around with Arduino's modules, you might run into difficulties when installing the necessary libraries. O...",https://my.cytron.io/tutorial/installing-arduino-library,On,"Tutorial | Installing Arduino Library 💡

Love Arduino? ❤️ We all do! It's customizable, easy to use, and super affordable. 💸 But sometimes, wrangling those libraries can be a bit tricky. 😩 Having trouble installing the libraries you need for your Arduino modules? 🤔

Don't worry, we've got you covered! 😉 This guide will walk you through the process step-by-step.

🔗 Tutorial: https://my.cytron.io/tutorial/installing-arduino-library&tracking=content&utm_campaign=telegram-posts

#Arduino #ArduinoTutorial #Electronics #DIY #LibraryInstallation
",Arduino MY,Scheduled,06/30/2026,12,00,On,,2025-12-22 14:13:33,-,Arduino,Disabled,,
122,"SK1632 Tutorial, and Introduction to MPLAB's Harmony","INTRODUCTION:
Recently, Microchip has added a new firmware development platform for PIC32, which is called MPLAB Harmony. Here is the summary of the features...",https://my.cytron.io/tutorial/sk1632-tutorial-introduction-mplabs-harmony-2,Off,"Tutorial | SK1632 Tutorial: Dive into MPLAB Harmony! 🚀

Hey PIC32 enthusiasts! 👋 Ready to level up your firmware game? Microchip's MPLAB Harmony is here, and it's a game-changer! 🤩 This new firmware development platform is packed with features to streamline your workflow. Learn all about it in our latest tutorial!

🔗 Tutorial: https://my.cytron.io/tutorial/sk1632-tutorial-introduction-mplabs-harmony-2&tracking=content&utm_campaign=telegram-posts

#MPLABHarmony #PIC32 #Microchip #FirmwareDevelopment #EmbeddedSystems
",,,,,,Off,,,-,,Disabled,,
123,Getting Started With Cytron G15 Shield (Rev 2.0),"Hi, today, I would like to share a tutorial on how to get start with Cytron G15 Shield (Rev 2.0) with Arduino.....",https://my.cytron.io/tutorial/getting-started-cytron-g15-shield-rev-2-0,Off,,,,-,-,-,Off,,-,-,Arduino,Disabled,,
124,CT-ARM Beta Test,"Update: In 1 week, all 8 units were taken! Sold out, please do feedback to us at support@cytron.com.my....",https://my.cytron.io/tutorial/ct-arm-beta-test,Off,,,,-,-,-,Off,,-,-,,Disabled,,
125,Bringing IoT to Everyone - Collaboration of ASEAN Makers,Espresso Lite V2.0 is an IoT dev board based on the ESP8266 WROOM module. It is a collaboration between espert from Singapore and also Cytron Technologies...,https://my.cytron.io/tutorial/bringing-iot-everyone-collaboration-asean-makers,Off,,,,-,-,-,Off,,-,-,,Disabled,,
126,Arduino + 2A Motor Shield + Encoder Motor,Encoder..,https://my.cytron.io/tutorial/arduino-2a-motor-shield-encoder-motor,On,"Tutorial | Arduino + 2A Motor Shield + Encoder Motor

🤖⚙️ Dive into the world of precise motor control with our latest tutorial! Learn how to combine the power of Arduino, a 2A Motor Shield, and an Encoder Motor for accurate and reliable movement in your projects. Whether you're building a robot, a sophisticated mechanism, or just want to explore advanced motor control, this guide has you covered!

🔗 Tutorial: https://my.cytron.io/tutorial/arduino-2a-motor-shield-encoder-motor&tracking=content&utm_campaign=telegram-posts

#Arduino #MotorControl #EncoderMotor #Robotics #DIYElectronics
",Arduino MY,Scheduled,06/23/2026,12,00,On,,2025-12-22 14:10:45,-,Arduino,,,
127,Super Single Board Computer - Raspberry Pi 3,"Raspberry Pi is a Single Board Computer, released on 29th February 2012 by the Raspberry Pi Foundation. Their aim is to produce a low-cost computer board for..",https://my.cytron.io/tutorial/super-single-board-computer-raspberry-pi-3,Off,"Tutorial | Super Single Board Computer - Raspberry Pi 3

Dive into the world of embedded systems with the Raspberry Pi 3! 🤩 This single-board computer, created by the Raspberry Pi Foundation, is perfect for learning, experimenting, and building amazing projects. Whether you're a beginner or an experienced maker, the Pi 3 has something to offer. Ready to unlock its potential? 🚀

Learn everything you need to know, from setup to advanced applications, in our comprehensive tutorial! 🤓

🔗 Tutorial: https://my.cytron.io/tutorial/super-single-board-computer-raspberry-pi-3&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #SingleBoardComputer #Electronics #DIY #Tutorial
",,,,,,Off,,,-,Raspberry Pi,Disabled,,
128,Controlling Servo via Android Smartphone,"In this project you are going to learn how to control a servo motor to rotate from 0 to 180 degree precisely, using the Android Smart Phone App. Servos are known for their precise angle rotations and...",https://my.cytron.io/tutorial/controlling-servo-via-android-smartphone,Off,,,,-,-,-,Off,,-,-,,Disabled,,
129,Raspberry Pi: GUI with a Remote Desktop Connection,"In the LED Blinking tutorial, we use serial command line and software PuTTY to give a command in the Raspberry Pi. For this tutorial, we will use Remote Desktop Connection as our interface to pro....",https://my.cytron.io/tutorial/raspberry-pi-gui-remote-desktop-connection,On,"Tutorial | Raspberry Pi: GUI with a Remote Desktop Connection

Tired of command lines and PuTTY? 😫 Want a more visual way to interact with your Raspberry Pi? 🤔 This tutorial shows you how to set up a Remote Desktop Connection, giving you a full GUI interface from your computer! 🖥️ Enjoy the ease of a desktop environment for your Raspberry Pi projects! ✨

🔗 Tutorial: https://my.cytron.io/tutorial/raspberry-pi-gui-remote-desktop-connection&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #RemoteDesktop #GUI #Linux #Tutorial
",Raspberry Pi Education Malaysia,Scheduled,06/20/2026,13,00,On,,2025-12-29 5:06:45,-,Raspberry Pi,,,
130,Raspberry Pi: Control DC Motor using MDDS10,There are several methods to control DC motors using Raspberry Pi. The suitable method for your application depends on how many PWM outputs you have and what performance you expect out of those output..,https://my.cytron.io/tutorial/raspberry-pi-control-dc-motor-using-mdds10,On,"Tutorial | Raspberry Pi: Control DC Motor using MDDS10

Want to bring your Raspberry Pi projects to life with spinning action? ⚙️ Learn how to control a DC motor using the MDDS10 motor driver!

There are several ways to control DC motors with your Raspberry Pi, but the best approach depends on your needs and desired performance. This tutorial will guide you through the process! ⚡️

🔗 Tutorial: https://my.cytron.io/tutorial/raspberry-pi-control-dc-motor-using-mdds10&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #DCMotor #MDDS10 #Robotics #Electronics
",Raspberry Pi Education Malaysia,Scheduled,06/27/2026,13,00,On,,2025-12-29 5:06:49,-,Raspberry Pi,,,
131,An Evening with Arus at Maker Studio@SITEC,"Save the date on 5th November and join ""An Evening with Arus and Sign up for 2017 Arus Maker Academy"" event at Maker Studio@SITEC, I-City Shah Alam :0Date: 5th November 2016
Time: 5pm - 7pm
Venu..",https://my.cytron.io/tutorial/an-evening-with-arus-at-maker-studiositec,Off,,,,-,-,-,Off,,-,-,,Disabled,,
132,Peak Current vs Continuous/Rated Current,"As an unloaded DC motor spins, it generates a backwards-flowing electromotive force that resists the current being supplied to the motor. The current through the motor drops as the rotational speed in..",https://my.cytron.io/tutorial/peak-current-vs-continuousrated-current,Off,,,,-,-,-,Off,,-,-,,,,
133,Let's Arduino Control Your SmartDriveDuo-60,"If you wish to control your powerful SmartDriveDuo-60 using Arduino, this tutorial will guide you on setting mode, connection and basic program. Have a visit!..",https://my.cytron.io/tutorial/lets-arduino-control-smartdriveduo-60,On,"Tutorial | Let's Arduino Control Your SmartDriveDuo-60! 🚀

Want to unleash the full potential of your SmartDriveDuo-60? 🤖 This tutorial will guide you through connecting it to your Arduino, setting the mode, and writing a basic program to get you started! Imagine the possibilities! 🤩 Control your powerful SmartDriveDuo-60 with the ease and flexibility of Arduino.

🔗 Tutorial: https://my.cytron.io/tutorial/lets-arduino-control-smartdriveduo-60&tracking=content&utm_campaign=telegram-posts

#Arduino #SmartDriveDuo60 #Robotics #Tutorial #DIY
",Arduino MY,Scheduled,07/07/2026,12,00,On,,2025-12-22 14:22:46,-,Arduino,,,
134,ESPresso Lite V2 with AT Firmware,"There have customers request on how to make ESPresso Lite V2 to work as WiFi module and Arduino Uno as a main controller. So, they only need to program Arduino Uno...",https://my.cytron.io/tutorial/espresso-lite-v2-firmware,Off,"Tutorial | ESPresso Lite V2 with AT Firmware ☕️💡

Want to use your ESPresso Lite V2 as a WiFi module with your trusty Arduino Uno? 🤔 We've got you covered! Many of you asked about controlling the ESPresso Lite V2 with an Arduino Uno, simplifying your project and letting you focus on the Arduino code. This tutorial shows you exactly how! 🚀

🔗 Tutorial: https://my.cytron.io/tutorial/espresso-lite-v2-firmware&tracking=content&utm_campaign=telegram-posts

#Arduino #ESP32 #WiFiModule #DIYElectronics #IoT
",Arduino MY,,07/14/2026,12,00,Off,,,-,Arduino,Disabled,,
135,Malaysian Makers: Eawan Razali,"Eawan Bin RazaliBio:Lahir di Tapah Road, Perak. Membesar sebagai anak seorang tentera, bertukar-tukar sekolah di serata Malaysia termasuk di negeri Sarawak. Mengambil Sijil Kemahiran Malaysia ..",https://my.cytron.io/tutorial/malaysian-makers-eawan-razali,Off,,,,-,-,-,Off,,-,-,,Disabled,,
136,Let’s Arduino Control Your SmartDriveDuo-10,"Cytron’s 1st dual-channel smart motor driver is ready! SmartDriveDuo10 is a smart brushed motor driver that supports two channels, each up to 10A continuous current. With this driver, building a....",https://my.cytron.io/tutorial/lets-arduino-control-smartdriveduo-10,Off,,,,-,-,-,Off,,-,-,Robotics,,,
137,Controlling 10A DC Motor Driver Using Arduino Nano,Enhanced 10Amp DC Motor Driver (MD10C) is an enhanced version of the MD10B which is designed to drive high current brushed DC motor up to 13A continuously and 30A peak (for Rev3.0). It offers sev....,https://my.cytron.io/tutorial/controlling-10a-dc-motor-driver-using-arduino-nano,Off,,,,-,-,-,Off,,-,-,Robotics,,,
138,Malaysian Makers: Azarul Fahmin,"Azarul Fahmin bin Ab HamidBio:Lahir pada 19 Ogos 1992 di Sungai Petani, Kedah. Sekarang masih belajar di Universiti Malaysia Perlis dibawah program Ijazah Sarjana Muda Kejuteraan Mekatronik.
..",https://my.cytron.io/tutorial/malaysian-makers-azarul-fahmin,Off,,,,-,-,-,Off,,-,-,,Disabled,,
